,all,BaoYan,CuKeng,FanFan,FuBuEr,MeiLuo,MeiYou,NanShi,QingShui,SongLuo,SanGuang,TianGou,TuChang
5034,['Pseudargyria interruptella'],0,0,1,0,0,0,0,0,0,0,0,0
5035,['Hydrillodes'],0,1,0,0,0,0,1,0,0,1,1,0
5036,['Lymantria pulverea'],0,0,0,0,0,0,0,0,0,1,0,0
5037,['Christella acuminata'],0,1,0,0,0,0,1,0,0,0,0,0
5038,['Lumbricidae'],0,1,0,0,0,0,0,0,0,0,0,0
5039,['Euops'],0,1,0,0,0,0,0,0,0,0,0,0
5040,['Stephania longa'],0,0,0,0,0,0,1,0,0,0,0,0
5041,['Osmundastrum cinnamomeum'],0,1,0,0,0,0,0,0,0,0,0,0
5042,['Macroglossum mitchellii'],0,0,1,0,0,0,0,0,0,0,0,0
5043,['Agapanthus africanus'],0,0,1,0,0,0,0,0,0,1,0,0
5044,['Melolonthini'],0,0,1,0,0,0,0,0,0,0,0,0
5045,['Hedera rhombea'],0,0,0,0,0,0,0,0,0,0,0,1
5046,['Lycopodiastrum casuarinoides'],0,0,0,0,0,0,1,0,0,1,0,0
5047,['Eophileurus chinensis'],0,1,0,0,0,0,0,0,0,1,0,0
5048,['Rhene'],0,0,0,0,0,0,1,0,0,0,0,0
5049,['Asarkina ericetorum'],0,0,0,0,0,0,1,0,0,0,0,0
5050,['Megisba malaya sikkima'],0,0,0,0,0,0,1,0,0,0,0,0
5051,['Nishada'],0,1,0,0,0,0,1,0,0,0,0,0
5052,['Episyrphus arcifer'],0,0,0,0,0,0,1,0,0,0,0,0
5053,['Musa itinerans kavalanensis'],0,0,0,0,0,0,1,0,0,0,0,0
5054,['Cerurinae'],0,0,0,0,0,0,1,0,0,0,0,0
5055,['Eurostus'],0,1,0,0,0,0,1,0,0,1,0,0
5056,['Macroglossum divergens'],0,1,0,0,0,0,0,0,0,1,0,0
5057,['Calyptra minuticornis'],0,0,0,0,0,0,1,0,0,0,0,0
5058,['Juncus prismatocarpus'],0,0,0,0,0,0,1,0,0,0,0,0
5059,['Sinocymbachus'],0,1,0,0,0,0,0,0,0,0,0,0
5060,['Neptis sappho'],0,1,0,0,0,0,0,0,0,0,0,0
5061,['Auzatellodes arizana'],0,1,0,0,0,0,0,0,0,0,0,0
5062,['Luxiaria costinota'],0,1,0,0,0,0,0,0,0,0,0,0
5063,['Physalis angulata'],0,0,0,0,0,0,0,1,0,0,0,0
5064,['Dideopsis aegrota'],0,0,0,0,0,0,0,1,0,0,0,0
5065,['Palirisa'],0,1,0,0,0,0,0,0,0,0,1,0
5066,['Percnia'],0,1,0,0,0,0,0,0,0,0,0,0
5067,['Orvasca subnotata'],0,1,0,0,0,0,0,0,0,0,0,0
5068,['Pyrinioides sinuosus'],0,1,0,0,0,0,1,0,0,0,0,0
5069,['Leucomini'],0,1,0,0,0,0,0,0,0,0,0,0
5070,['Parasa'],0,1,1,0,0,0,0,0,0,0,0,1
5071,['Asota egens'],0,1,0,0,0,0,0,0,0,0,0,0
5072,['Liotrachela convexipennis'],0,1,0,0,0,0,0,0,0,0,0,0
5073,['Formosemia apicalis'],0,1,0,0,0,0,0,0,0,0,0,0
5074,['Punctularia atropurpurascens'],0,1,0,0,0,0,0,0,0,0,0,0
5075,['Panellus pusillus'],0,1,0,0,0,0,0,0,0,0,0,0
5076,['Aglossa caprealis'],0,1,0,0,0,0,0,0,0,0,0,0
5077,['Susica'],0,1,0,0,0,0,0,0,0,0,0,0
5078,['Metallaxis semiustus'],0,1,0,0,0,0,0,0,0,0,0,0
5079,['Melanthia procellata'],0,1,0,0,0,0,0,0,0,0,0,0
5080,['Pseudothyatira cymatophoroides'],0,1,0,0,0,0,0,0,0,0,0,0
5081,['Eutoeini'],0,1,0,0,0,0,0,0,0,0,0,0
5082,['Macroglossum mediovitta'],0,1,0,0,0,0,0,0,0,0,0,0
5083,['Corymica spatiosa'],0,1,0,0,0,0,0,0,0,0,0,0
5084,['Geometrini'],0,1,0,0,0,0,0,0,0,0,0,0
5085,['Ambulyx'],0,1,0,0,0,0,0,0,0,0,0,0
5086,['Chlaenius bioculatus'],0,0,0,0,0,0,1,0,0,0,0,0
5087,['Calliteara'],0,1,1,0,0,0,1,0,1,0,0,0
5088,['Gonitis'],0,1,0,0,0,0,0,0,0,0,0,0
5089,['Pelagodes'],0,1,0,0,0,0,0,0,0,0,0,0
5090,['Sarcinodes'],0,1,0,0,0,0,0,1,0,0,0,0
5091,['Corymica'],0,1,0,0,0,0,0,0,0,0,0,0
5092,['Lycosinae'],0,0,0,0,0,0,1,0,0,0,0,0
5093,['Percnia longitermen'],0,1,0,0,0,0,0,0,0,0,0,0
5094,['Ommatolampes paratasioides'],0,1,0,0,0,0,0,0,0,0,0,0
5095,['Acentropinae'],0,1,0,0,0,0,0,0,0,0,0,0
5096,['Araneus'],0,1,0,0,0,0,0,0,0,0,0,0
5097,['Platydema'],0,1,0,0,0,0,0,0,0,0,0,0
5098,['Sepedophilus'],0,1,0,0,0,0,0,0,0,0,0,0
5099,['Neoscona scylla'],0,1,0,0,0,0,0,0,0,0,0,0
5100,['Poaphilini'],0,1,0,0,0,0,0,0,0,0,0,0
5101,['Locastra'],0,0,0,0,0,0,1,1,0,0,0,0
5102,['Plexippus'],0,1,0,0,0,0,0,0,0,0,0,0
5103,['Sauris'],0,1,0,0,0,0,0,0,0,0,0,0
5104,['Bastilla praetermissa'],0,1,0,0,0,0,0,0,0,0,0,0
5105,['Pindara illibata'],0,1,0,0,0,0,0,0,0,0,0,0
5106,['Pselliophora'],0,1,0,0,0,0,0,0,0,0,0,0
5107,['Phaecasiophora'],0,1,0,0,0,0,0,0,0,0,0,0
5108,['Ambulyx ochracea'],0,1,0,0,0,0,0,0,0,0,0,0
5109,['Diactenis'],0,1,0,0,0,0,0,0,0,0,0,0
5110,['Discothyris ferruginata'],0,1,0,0,0,0,0,0,0,0,0,0
5111,['Camptomastix hisbonalis'],0,1,0,0,0,0,1,0,0,0,0,0
5112,['Sesapa honbaensis'],0,1,1,0,0,0,0,0,0,0,0,0
5113,['Orthocraspeda'],0,1,0,0,0,0,0,0,0,0,0,0
5114,['Strepsigonia diluta'],0,1,0,0,0,0,0,0,0,0,0,0
5115,['Katha'],0,1,0,0,0,0,0,0,0,0,0,0
5116,['Comibaena subdelicata'],0,1,0,0,0,0,0,0,0,0,0,0
5117,['Trotocraspeda divaricata'],0,1,1,0,0,0,1,0,0,0,0,0
5118,['Locharna strigipennis'],0,1,0,0,0,0,0,0,0,0,1,0
5119,['Teulisna'],0,1,0,0,0,0,0,0,0,0,0,0
5120,['Xenochroa trimacula'],0,1,0,0,0,0,0,0,0,0,0,0
5121,['Ilema nachiensis'],0,1,0,0,0,0,0,0,0,0,0,0
5122,['Oxacme cretacea'],0,1,0,0,0,0,0,0,0,0,0,0
5123,['Xyloryctidae'],0,1,1,0,0,0,0,0,0,0,0,0
5124,['Hylophilodes esakii'],0,1,0,0,0,0,0,0,0,0,0,0
5125,['Ankylopteryx'],0,1,0,0,0,0,0,0,0,0,0,0
5126,['Parapercnia giraffata'],0,1,0,0,0,0,1,0,0,0,0,0
5127,['Microblepsis violacea'],0,1,0,0,0,0,0,0,0,0,0,0
5128,['Tridrepana unispina'],0,1,0,0,0,0,0,0,0,0,0,0
5129,['Albara reversaria opalescens'],0,1,0,0,0,0,0,0,0,0,0,0
5130,['Phazaca'],0,1,0,0,0,0,0,0,0,0,0,0
5131,['Xenotrachea albidisca'],0,1,1,0,0,0,0,0,0,0,1,0
5132,['Lomographa percnosticta'],0,1,0,0,0,0,0,0,0,0,0,0
5133,['Callopistria phaeogona'],0,1,0,0,0,0,0,0,0,0,0,0
5134,['Tamba lala'],0,1,0,0,0,0,0,0,0,0,0,0
5135,['Sarcinodes yaeyamana'],0,1,0,0,0,0,0,0,0,0,0,0
5136,['Epipleminae'],0,1,0,0,0,0,1,0,0,1,0,0
5137,['Lymantria sinica sinica'],0,1,0,0,0,0,0,0,0,0,0,0
5138,['Scirpophaga'],0,1,0,0,0,0,1,0,0,0,0,0
5139,['Peleopodidae'],0,1,0,0,0,0,0,0,0,0,0,0
5140,['Daddala lucilla'],0,1,0,0,0,0,0,0,0,1,0,0
5141,['Jodis'],0,1,0,0,0,0,0,0,0,0,0,0
5142,['Talanga sexpunctalis'],0,1,0,0,0,0,1,0,0,0,0,0
5143,['Batrachedridae'],0,1,0,0,0,0,0,0,0,0,0,0
5144,['Monopis monochella'],0,1,0,0,0,0,0,0,0,0,0,0
5145,['Phyla nodiflora'],0,0,0,0,0,0,0,1,0,0,0,0
5146,['Conicornuta convexa'],0,1,0,0,0,0,0,0,0,0,0,0
5147,['Protuliocnemis castalaria'],0,1,0,0,0,0,0,0,0,0,0,0
5148,['Phalacra'],0,1,0,0,0,0,0,0,0,0,0,0
5149,['Olulis puncticinctalis'],0,1,0,0,0,0,0,0,0,0,0,0
5150,['Syntypistis subgeneris'],0,1,0,0,0,0,0,0,0,0,0,0
5151,['Arctioblepsis rubida'],0,1,0,0,0,0,0,0,0,0,0,0
5152,['Perixera decretaria'],0,1,0,0,0,0,0,0,0,0,0,0
5153,['Paracolax bilineata'],0,1,0,0,0,0,0,0,0,0,0,0
5154,['Hydrillodes gravatalis'],0,1,0,0,0,0,0,0,0,0,0,0
5155,['Simplicia bimarginata'],0,1,0,0,0,0,0,0,0,0,0,0
5156,['Stathmopoda'],0,1,0,0,0,0,1,0,0,0,0,0
5157,['Pieris'],0,1,0,0,0,0,0,0,0,0,0,0
5158,['Tripterospermum microphyllum'],0,0,0,0,0,0,0,0,0,0,0,1
5159,['Platalea minor'],0,0,0,0,0,0,1,0,0,0,0,0
5160,['Acolutha pulchella semifulva'],0,1,0,0,0,0,0,0,0,0,0,0
5161,['Hyposada fasciosa'],0,1,0,0,0,0,0,0,0,0,0,0
5162,['Cosmopterigidae'],0,1,0,0,0,0,1,0,0,0,0,0
5163,['Andraca olivacea'],0,1,0,0,0,0,0,0,0,0,0,0
5164,['Tanaorhinus viridiluteata'],0,1,0,0,0,0,0,0,0,0,0,0
5165,['Gnezdilovius pendulus'],0,0,0,0,0,0,0,0,0,0,1,0
5166,['Horipsestis aenea'],0,1,0,0,0,0,0,0,0,0,0,0
5167,['Smilax discotis'],0,0,1,0,0,0,0,0,0,0,1,0
5168,['Anoectochilus koshunensis'],0,0,1,0,0,0,0,0,0,0,0,0
5169,['Phyllomimus'],0,1,0,0,0,0,0,0,1,1,0,0
5170,['Sinochlora'],0,0,0,0,0,0,0,0,0,1,0,0
5171,['Piarosoma fushan'],0,1,1,0,0,0,0,0,0,0,1,0
5172,['Polystichum parvipinnulum'],0,0,1,1,0,0,0,0,0,0,1,0
5173,['Carex perakensis'],0,0,1,0,0,0,1,0,0,0,0,0
5174,['Carex filicina'],0,0,1,0,0,0,0,0,0,0,1,0
5175,['Naarda'],0,1,0,0,0,0,0,0,0,0,0,0
5176,['Xanthopimpla'],0,0,0,0,0,0,1,0,1,0,0,0
5177,['Lucanini'],0,0,0,0,0,0,0,0,1,0,0,0
5178,['Veronica arvensis'],0,0,0,0,0,0,0,0,0,0,1,0
5179,['Mecodina albodentata'],0,1,0,0,0,0,0,0,0,0,0,0
5180,['Pheosiopsis cinerea formosana'],0,1,0,0,0,0,0,0,0,0,0,0
5181,['Teliphasa'],0,1,1,0,0,0,1,0,0,0,0,0
5182,['Tensha striatella'],0,1,0,0,0,0,0,0,0,0,0,0
5183,['Paralebeda plagifera femorata'],0,1,0,0,0,0,0,0,0,0,0,0
5184,['Diduga nantouensis'],0,1,0,0,0,0,0,0,0,0,0,0
5185,['Lophophelma taiwana'],0,1,0,0,0,0,1,0,0,0,0,0
5186,['Paracolax fentoni'],0,1,0,0,0,0,0,0,0,0,0,0
5187,['Simplicia cornicalis'],0,1,0,0,0,0,0,0,0,0,0,0
5188,['Trisuloides sugii'],0,1,0,0,0,0,0,0,0,0,0,0
5189,['Platyja acerces'],0,1,0,0,0,0,0,0,0,0,0,0
5190,['Stauropus teikichiana'],0,1,0,0,0,0,0,0,0,0,0,0
5191,['Ethmia lineatonotella'],0,1,0,0,0,0,0,0,0,0,0,0
5192,['Callibotys carapina'],0,1,0,0,0,0,0,0,0,0,0,0
5193,['Dysaethria scopocera'],0,1,0,0,0,0,0,0,0,0,0,0
5194,['Sinarella c-album'],0,1,0,0,0,0,0,0,0,0,1,0
5195,['Comibaena procumbaria'],0,1,0,0,0,0,0,0,0,0,0,0
5196,['Tineidae'],0,1,0,0,0,0,1,0,0,0,1,0
5197,['Corymica arnearia'],0,1,0,0,0,0,0,0,0,0,0,0
5198,['Heortia vitessoides'],0,1,0,0,0,0,0,0,0,0,0,0
5199,['Aemene taiwana'],0,1,0,0,0,0,0,0,0,0,0,0
5200,['Maurilia iconica'],0,1,0,0,0,0,0,0,0,0,0,0
5201,['Odonestis bheroba'],0,1,0,0,0,0,0,0,0,0,0,0
5202,['Negeta contrariata'],0,1,0,0,0,0,0,0,0,0,0,0
5203,['Asota egens confinis'],0,1,0,0,0,0,0,0,0,0,0,0
5204,['Lymantria grisea'],0,1,0,0,0,0,0,0,0,0,0,0
5205,['Endoclita'],0,1,0,0,0,0,0,0,0,0,0,0
5206,['Hydnocarpus castaneus'],0,0,0,0,0,0,1,0,0,0,0,0
5207,['Pyrestes curticornis'],0,0,0,0,0,0,1,0,0,0,0,0
5208,['Acontiinae'],0,0,0,0,0,0,1,0,0,0,0,0
5209,['Chamaita'],0,0,0,0,0,0,1,0,0,0,0,0
5210,['Marasmiineae'],0,0,0,0,0,0,1,0,0,0,0,0
5211,['Rhagionidae'],0,0,0,0,0,0,1,0,0,0,0,0
5212,['Agathia'],0,0,0,0,0,0,1,0,0,0,0,0
5213,['Echinopsis ancistrophora'],0,1,0,0,0,0,0,0,0,0,0,0
5214,['Otostigmus'],0,0,0,0,0,0,1,0,0,0,0,0
5215,['Zusidava'],0,1,0,0,0,0,0,0,0,0,0,0
5216,['Dryopteris diffracta'],0,1,1,0,0,0,0,0,0,0,0,0
5217,['Hypericum subalatum'],0,0,0,0,0,0,1,0,0,0,0,0
5218,['Psilogramma increta'],0,0,0,0,0,0,1,0,0,0,0,0
5219,['Nymphaeales'],0,1,0,0,0,0,0,0,0,0,0,0
5220,['Alcimocoris japonensis'],0,1,0,0,0,0,1,0,0,0,0,0
5221,['Zingiberales'],0,0,0,0,0,0,0,0,0,0,0,1
5222,['Pentatomidae'],0,1,0,0,0,0,1,0,0,0,0,0
5223,['Linyphiinae'],0,0,0,0,0,0,1,0,0,0,0,0
5224,['Pseudoscorpiones'],0,0,0,0,0,0,1,0,0,0,0,0
5225,['Micrencaustes taiwana'],0,0,0,0,0,0,1,0,0,0,0,0
5226,['Gnaphosidae'],0,0,0,0,0,0,1,0,0,0,0,0
5227,['Hemisphaerius testaceus'],0,0,0,0,0,0,1,0,0,0,0,0
5228,['Aphodiinae'],0,0,0,0,0,0,1,0,0,0,0,0
5229,['Belisana junkoae'],0,0,0,0,0,0,1,0,0,0,0,0
5230,['Micrencaustes'],0,0,0,0,0,0,1,0,0,0,0,0
5231,['Cyllodini'],0,0,0,0,0,0,1,0,0,0,0,0
5232,['Aulacocheilus luniferus'],0,0,0,0,0,0,1,0,0,0,0,0
5233,['Rhododendron chilanshanense'],0,0,1,0,0,0,0,0,0,0,0,0
5234,['Ophthalmitis'],0,0,0,0,0,0,1,0,0,0,0,0
5235,['Harpactorini'],0,0,0,0,0,0,1,0,0,0,0,1
5236,['Danaus chrysippus'],0,0,0,0,0,0,1,0,0,0,0,0
5237,['Tabanus sudeticus'],0,0,0,0,0,0,1,0,0,0,0,0
5238,['Kadsura matsudae'],0,1,1,0,0,0,0,0,0,0,0,0
5239,['Parmotrema arnoldii'],0,0,1,0,0,0,0,0,0,0,0,0
5240,['Alampla'],0,0,1,0,0,0,0,0,0,0,0,0
5241,['Microlepia'],0,0,1,0,0,0,0,0,0,0,0,0
5242,['Microstegium'],0,0,1,0,0,0,1,0,0,0,0,0
5243,['Dryopteris wuzhaohongii'],0,0,1,0,0,0,0,0,0,0,1,0
5244,['Myxomycetes'],0,0,0,0,0,0,0,0,1,0,0,0
5245,['Trametes sanguinea'],0,0,0,0,0,0,0,0,1,0,0,0
5246,['Trichogyia'],0,0,0,0,0,0,1,0,0,0,0,0
5247,['Metrocoris esakii'],0,1,0,0,0,0,0,0,1,0,0,0
5248,['Hemiptera'],0,1,0,0,0,0,1,0,0,1,0,0
5249,['Danielithosia immaculata'],0,1,0,0,0,0,0,0,0,0,0,0
5250,['Nomophilini'],0,1,0,0,0,0,0,0,0,0,0,0
5251,['Viburnum plicatum'],0,0,0,0,0,0,0,0,0,1,0,0
5252,['Birthamula'],0,0,0,0,0,0,1,0,0,1,0,0
5253,['Candidiopotamon'],0,0,0,0,0,0,1,0,0,0,0,0
5254,['Sisyrinchium micranthum'],0,0,0,0,0,0,0,0,0,0,1,0
5255,['Salvia formosana formosana'],0,0,0,0,0,0,0,0,0,0,1,0
5256,['Rumex obtusifolius'],0,0,0,0,0,0,0,0,0,0,1,0
5257,['Thinopteryx crocoptera'],0,0,1,0,0,0,0,0,0,0,0,0
5258,['Cleome rutidosperma'],0,0,0,0,0,0,0,0,1,0,0,0
5259,['Spilosoma lutea'],0,0,1,0,0,0,0,0,0,0,0,0
5260,['Spilosoma urticae'],0,0,1,0,0,0,0,0,0,0,0,0
5261,['Armillaria'],0,0,1,0,0,0,0,0,0,0,0,0
5262,['Hymenochaete'],0,0,1,0,0,0,0,0,0,0,0,0
5263,['Struthiopteris hancockii'],0,0,0,0,0,0,0,0,0,0,1,0
5264,['Zanthoxylum schinifolium'],0,0,0,0,0,0,0,0,0,0,1,0
5265,['Anoplophora chinensis'],0,0,0,0,0,0,1,1,0,1,0,0
5266,['Lophobates'],0,0,0,0,0,0,1,0,0,0,0,0
5267,['Cyperus imbricatus'],0,1,0,0,0,0,0,0,0,0,0,0
5268,['Ischaemum aristatum'],0,1,0,0,0,0,0,0,0,0,0,0
5269,['Chlorocyphidae'],0,0,0,0,0,0,1,0,0,0,0,0
5270,['Sinomenium acutum'],0,0,0,1,0,0,0,0,0,0,0,0
5271,['Juncus prismatocarpus leschenaultii'],0,0,0,0,0,0,0,0,0,0,1,0
5272,['Anax panybeus'],0,1,0,0,0,0,0,0,0,0,0,0
5273,['Auricularia fuscosuccinea'],0,0,0,0,0,0,0,0,0,0,0,1
5274,['Stauropus alternus'],0,0,0,0,0,0,1,0,0,0,0,0
5275,['Zehneria japonica'],0,0,0,0,0,0,1,0,0,0,0,0
5276,['Ipomoea cairica'],0,0,0,0,0,0,1,0,0,0,0,1
5277,['Gynacantha ryukyuensis'],0,1,0,0,0,0,0,0,0,0,0,0
5278,['Orthetrum sabina sabina'],0,1,0,0,0,0,0,0,0,0,0,0
5279,['Lithocarpus konishii'],0,1,0,0,0,0,0,0,0,1,0,0
5280,['Camponotus formosensis'],0,0,0,0,0,0,0,0,0,1,0,0
5281,['Cymbopogon tortilis'],0,0,0,0,0,0,0,0,0,1,0,0
5282,['Schima superba superba'],0,0,0,0,0,0,0,0,0,1,0,0
5283,['Macrosemia kareisana'],0,0,0,0,0,0,0,0,0,1,0,0
5284,['Diphyllomorpha olivacea'],0,0,0,0,0,0,0,0,0,1,0,0
5285,['Glenea formosana'],0,0,0,0,0,0,0,0,0,1,0,0
5286,['Peperomia tetraphylla'],0,0,0,0,0,0,0,0,0,1,0,0
5287,['Nintooa'],0,0,0,0,0,0,0,0,0,1,0,0
5288,['Rhynchosia volubilis'],0,0,0,0,0,0,0,0,0,1,0,0
5289,['Glaphyropteridopsis erubescens'],0,0,0,0,0,0,1,0,0,1,0,0
5290,['Erechtites hieraciifolius cacaloides'],0,0,0,0,0,0,0,0,0,1,0,0
5291,['Chytonix'],0,0,1,0,0,0,0,0,0,0,0,0
5292,['Arachnura melanura'],0,0,1,0,0,0,0,0,0,0,0,0
5293,['Monema flavescens'],0,0,1,0,0,0,0,0,0,0,0,0
5294,['Paralebeda'],0,0,1,0,0,0,0,0,0,0,0,0
5295,['Arichanna'],0,0,1,0,0,0,0,0,0,0,0,0
5296,['Gandaritis'],0,0,1,0,0,0,0,0,0,0,0,0
5297,['Paralebeda plagifera'],0,0,1,0,0,0,0,0,0,0,0,1
5298,['Entomopteryx'],0,0,1,0,0,0,0,0,0,0,0,0
5299,['Dilophodes'],0,0,1,0,0,0,0,0,0,0,0,0
5300,['Tanaoctenia'],0,0,1,0,0,0,0,0,0,0,0,0
5301,['Ceratarcha'],0,0,1,0,0,0,0,0,0,0,0,0
5302,['Monema'],0,0,1,0,0,0,0,0,0,0,0,0
5303,['Chrysodeixis'],0,0,1,0,0,0,0,0,0,0,0,0
5304,['Prosopocoilus formosanus'],0,0,1,0,0,0,1,0,0,0,1,0
5305,['Rhagastis castor'],0,0,1,0,0,0,0,0,0,0,0,0
5306,['Borbacha'],0,0,1,0,0,0,0,0,0,0,0,0
5307,['Polythlipta'],0,0,1,0,0,0,0,0,0,0,0,0
5308,['Fascellina'],0,0,1,0,0,0,0,0,0,0,0,0
5309,['Cifuna'],0,0,1,0,0,0,0,0,0,0,0,0
5310,['Polyphagozerra coffeae'],0,0,1,0,0,0,0,0,0,0,0,0
5311,['Stauropus'],0,0,1,0,0,0,0,0,0,0,0,0
5312,['Paradoxopla'],0,0,1,0,0,0,0,0,0,0,0,0
5313,['Lassaba'],0,0,1,0,0,0,0,0,0,0,0,0
5314,['Anachrostis'],0,0,1,0,0,0,0,0,0,0,0,0
5315,['Nudaria'],0,0,1,0,0,0,0,0,0,0,0,0
5316,['Loepa'],0,0,1,0,0,0,0,0,0,0,0,0
5317,['Pinarini'],0,0,1,0,0,0,0,0,0,0,0,0
5318,['Heterostegania'],0,0,1,0,0,0,0,0,0,0,0,0
5319,['Tricyrtis'],0,0,1,0,0,0,1,0,0,0,0,0
5320,['Geothelphusa takuan'],0,0,0,0,0,0,0,0,0,1,0,0
5321,['Persicaria nepalensis'],0,0,0,0,0,0,0,0,0,0,1,0
5322,['Rhinolophoidea'],0,0,0,0,0,0,0,1,0,0,0,0
5323,['Hipposideros armiger'],0,0,0,0,0,0,1,0,0,0,0,0
5324,['Enispa elataria'],0,0,0,0,0,0,1,0,0,0,0,0
5325,['Theridiosoma'],0,0,0,0,0,0,1,0,0,0,0,0
5326,['Formica fusca'],0,0,0,0,0,0,1,0,0,0,0,0
5327,['Dinorhopala takahashii'],0,0,0,0,0,0,1,0,0,0,0,0
5328,['Drabescus'],0,0,0,0,0,0,1,0,0,0,0,0
5329,['Ischyja manlia'],0,1,0,0,0,0,0,0,0,0,0,0
5330,['Acmeshachia gigantea'],0,0,0,0,0,0,1,0,0,0,0,0
5331,['Pantydia'],0,0,0,0,0,0,1,0,0,0,0,0
5332,['Vamuna'],0,0,0,0,0,0,1,0,0,0,0,0
5333,['Allobaccha'],0,0,0,0,0,0,1,0,0,0,0,0
5334,['Nonarthra chengi'],0,0,0,0,0,0,1,0,0,0,0,0
5335,['Svistella bifasciata'],0,0,0,0,0,0,1,0,0,0,0,0
5336,['Neommatissus basifuscus'],0,0,0,0,0,0,1,0,0,0,0,0
5337,['Thunbergia grandiflora'],0,1,0,0,0,0,0,0,0,0,0,0
5338,['Dercetina taiwana'],0,1,0,0,0,0,0,0,0,0,0,0
5339,['Conoderinae'],0,1,0,0,0,0,0,0,0,0,0,0
5340,['Pelopidas mathias'],0,1,0,0,0,0,0,0,0,0,0,0
5341,['Xenocatantops'],0,1,0,0,0,0,1,0,0,0,0,1
5342,['Hydrangea longifolia'],0,1,0,0,0,0,0,0,0,0,1,0
5343,['Eulophia graminea'],0,0,0,0,0,0,0,1,0,0,0,0
5344,['Pyrocoelia analis'],0,0,0,0,0,0,1,0,0,0,0,0
5345,['Eysarcoris'],0,1,0,0,0,0,0,0,0,0,0,0
5346,['Cestrum nocturnum'],0,1,0,0,0,0,1,0,0,0,0,0
5347,['Cleome viscosa'],0,1,0,0,0,0,0,0,0,0,0,0
5348,['Amaranthus viridis'],0,1,0,0,0,0,0,0,0,0,0,0
5349,['Bridelia tomentosa'],0,1,0,0,0,0,0,0,0,0,0,0
5350,['Rhyncocheilus'],0,0,0,0,0,1,0,0,0,0,0,0
5351,['Rubus taiwanicolus'],0,0,0,0,0,0,0,0,0,0,1,0
5352,['Neolentinus lepideus'],0,0,0,0,0,0,1,0,0,0,0,0
5353,['Acalolepta permutans paucipunctata'],0,0,0,0,0,0,0,0,0,1,0,0
5354,['Trachythorax sexpunctatus'],0,0,0,0,0,0,0,0,1,0,0,0
5355,['Boletellus emodensis'],0,0,0,0,0,0,1,0,0,0,0,0
5356,['Hymenophyllum chamaecyparicola'],0,0,0,0,0,0,0,0,1,0,0,0
5357,['Harpyia formosicola'],0,0,0,0,0,0,0,0,0,0,1,0
5358,['Philydrum lanuginosum'],0,1,0,0,0,0,0,1,0,0,0,0
5359,['Bactrocera dorsalis'],0,1,0,0,0,0,1,0,0,0,0,0
5360,['Cryptocephalus trifasciatus'],0,0,0,0,0,0,1,0,0,0,0,0
5361,['Gaultheria leucocarpa'],0,0,0,0,0,0,0,0,0,1,1,0
5362,['Vicia tetrasperma'],0,0,0,0,0,0,0,0,0,0,1,0
5363,['Parasola'],0,0,0,0,0,0,0,1,0,0,0,0
5364,['Dorcus hirticornis clypeatus'],0,0,0,0,0,1,0,0,0,0,0,0
5365,['Themus sauteri'],0,0,0,0,0,1,0,0,0,0,0,0
5366,['Leptaulax'],0,0,0,0,0,1,0,0,0,0,0,0
5367,['Uloma'],0,0,0,0,0,1,0,0,0,0,0,0
5368,['Scutigerellidae'],0,0,0,0,0,1,0,0,0,0,0,0
5369,['Panorpa deceptor'],0,0,0,0,0,1,0,0,0,0,0,0
5370,['Trombidiidae'],0,0,0,0,0,1,0,0,0,0,0,0
5371,['Lordithon'],0,0,0,0,0,1,0,0,0,0,0,0
5372,['Kosalya'],0,0,0,0,0,1,0,0,0,0,0,0
5373,['Robigus flexuosus'],0,0,0,0,0,1,0,0,0,0,0,0
5374,['Phelotrupes taiwanus'],0,0,0,0,0,1,0,0,0,0,0,0
5375,['Trigonophorus dilutus'],0,0,0,0,0,1,0,0,0,0,0,0
5376,['Vertomannus emeia'],0,0,0,0,0,1,0,0,0,0,0,0
5377,['Homoeocerus striicornis'],0,0,0,0,0,1,0,0,0,0,0,0
5378,['Coprinus comatus'],0,0,0,0,0,1,0,0,0,0,0,0
5379,['Entolomataceae'],0,0,0,0,0,1,0,0,0,0,0,0
5380,['Cerace'],0,0,0,0,0,0,1,0,0,0,0,0
5381,['Clavariaceae'],0,0,0,0,0,1,0,0,0,0,0,0
5382,['Mimela testaceoviridis'],0,1,0,0,0,0,0,0,0,0,0,0
5383,['Tetraphala'],0,1,0,0,0,0,0,0,0,1,0,0
5384,['Rubus sumatranus'],0,0,1,0,0,0,0,0,0,0,0,0
5385,['Pristhesancus'],0,1,0,0,0,0,0,0,0,0,0,0
5386,['Cyclogramma auriculata'],0,0,0,0,0,0,0,0,0,0,1,0
5387,['Melissa axillaris'],0,0,0,0,0,0,0,0,0,0,1,0
5388,['Skimmia'],0,0,0,0,0,0,0,0,0,0,1,0
5389,['Dryopteris kawakamii'],0,0,0,1,0,0,0,0,0,0,1,0
5390,['Elatostema obtusum'],0,0,0,0,0,0,0,0,0,0,1,1
5391,['Percnia luridaria'],0,0,1,0,0,0,0,0,0,0,0,0
5392,['Homalium cochinchinense'],0,0,0,0,0,0,1,0,0,1,0,0
5393,['Viburnum'],0,0,0,0,0,0,0,0,0,0,1,0
5394,['Ottochloa nodosa'],0,1,0,0,0,0,0,0,0,0,0,0
5395,['Kummerowia striata'],0,1,0,0,0,0,0,0,0,0,0,0
